,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
23972,Joan Leslie,1925-01-26,F,94.27435197163528,,1.0,,1.0,,2.0,,3.0,,dpsby4p,,25.0,,,,0.0
23975,Juliette Lewis,1973-06-21,F,45.873631902092455,0.11499209429351732,6.0,4.0,1.0,1.0,,2.0,2.0,8.0,9q5ctr1,5003530.0,26.0,30.0,26.0,26.0,1.0
23976,Vicki Lewis,1960-03-17,F,59.13605344394478,,2.0,,1.0,,,,2.0,,dngykys,,48.0,,,,0.0
23978,Judith Light,1949-02-09,F,70.23552845027618,-2.5791084005831744,1.0,8.0,1.0,1.0,,,2.0,,dr4ufcc,625441.0,36.0,,34.0,34.0,0.0
23984,Laura Linney,1964-02-05,F,55.24822549402109,,1.0,,2.0,1.0,1.0,,2.0,2.0,dr5regw,5003530.0,31.0,36.0,,,1.0
23985,Peggy Lipton,1946-08-30,F,72.68321731452393,13.462288753362492,8.0,2.0,1.0,3.0,,7.0,2.0,7.0,dr5regw,5003530.0,28.0,44.0,24.0,24.0,1.0
23988,Zoe Lister-Jones,1982-09-01,F,36.67700226561805,-1.3087195493405066,8.0,0.0,1.0,1.0,,,4.0,2.0,dr5rmm5,20000000.0,31.0,,30.0,30.0,0.0
23990,Blake Lively,1987-08-25,F,31.69674941990595,10.836635933660514,8.0,10.0,1.0,2.0,2.0,2.0,1.0,5.0,9q5ctr1,20000000.0,25.0,,32.0,32.0,0.0
23991,Sabrina Jane Lloyd,1970-11-20,F,48.458216116689606,,10.0,,1.0,,,,1.0,,dqcj675,,27.0,,,,0.0
23992,Amy Locane,1971-12-19,F,47.379480755936115,,11.0,,1.0,,2.0,,1.0,,dr4ufcc,,37.0,46.0,,,1.0
23993,Sondra Locke,1944-05-28,F,74.93925268828244,,5.0,,1.0,,,,5.0,,dn4mx9k,,23.0,,,,0.0
23994,Heather Locklear,1961-09-25,F,57.61103924105218,-1.0212393136067133,9.0,9.0,2.0,4.0,1.0,2.0,1.0,4.0,9q5ctr1,20000000.0,25.0,,22.0,22.0,1.0
23996,Alison Lohman,1979-09-18,F,39.63120392615865,6.354682163220327,8.0,4.0,1.0,1.0,2.0,2.0,1.0,7.0,9qj07yw,20000000.0,30.0,,36.0,36.0,0.0
23997,Kristanna Loken,1979-10-08,F,39.57644578601888,5.456648664928097,9.0,4.0,1.0,,1.0,,2.0,2.0,dre8ucf,5003530.0,29.0,30.0,,,1.0
23998,Carole Lombard,1908-10-06,F,110.58132610525885,16.18650622531606,9.0,7.0,2.0,3.0,,,1.0,1.0,dp73ww7,625441.0,23.0,25.0,23.0,23.0,1.0
24003,Eva Longoria,1975-03-15,F,44.1432746736757,2.338172583968185,2.0,10.0,3.0,2.0,1.0,2.0,4.0,1.0,9ufwpsy,20000000.0,27.0,29.0,30.0,30.0,1.0
24004,Jennifer López,1969-07-24,F,49.78336310807203,,7.0,,3.0,,2.0,,4.0,,dr72r5t,,28.0,29.0,,,1.0
24005,Traci Lords,1968-05-07,F,50.99625591216794,,4.0,,3.0,,1.0,,6.0,,dpnttjh,,22.0,27.0,,,1.0
24006,Josie Loren,1987-03-19,F,32.132076634017125,,2.0,,1.0,,,,1.0,,dhwfx1y,,31.0,,,,0.0
24007,Joan Lorring,1926-04-17,F,93.0532454465184,,3.0,,1.0,,,,1.0,,wecnvzp,,30.0,,,,0.0
24009,Lori Loughlin,1964-07-28,F,54.7718296748051,5.9357823911510845,7.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,dr5x8y2,123264.0,25.0,32.0,31.0,31.0,1.0
24010,Tina Louise,1934-02-11,F,85.23104512755225,0.19165349048919555,1.0,11.0,1.0,2.0,,,3.0,,dr5regw,118.0,32.0,37.0,33.0,33.0,1.0
24013,Bessie Love,1898-09-10,F,120.65134807696256,-2.38471700308699,8.0,1.0,1.0,1.0,,,1.0,2.0,9txqj0r,20000000.0,31.0,38.0,28.0,28.0,1.0
24014,Courtney Love,1964-07-09,F,54.82384990793788,,6.0,,2.0,,,,3.0,,9q8yyk8,,25.0,25.0,,,1.0
24015,Carey Lowell,1961-02-11,F,58.229806224631574,,1.0,,3.0,,2.0,,2.0,,dr7b3pv,,23.0,27.0,,,1.0
24016,Myrna Loy,1905-08-02,F,113.76003614037249,12.380815485602033,7.0,2.0,4.0,,,,1.0,2.0,c82343r,20000000.0,31.0,37.0,,,1.0
24019,Lorna Luft,1952-11-21,F,66.45447887362506,,10.0,,2.0,,2.0,,3.0,,9q59x9j,,25.0,41.0,,,1.0
24021,Ida Lupino,1918-02-04,F,101.25053902544201,8.881770330670719,1.0,2.0,3.0,,2.0,,4.0,5.0,gcputz1,20000000.0,20.0,27.0,,,1.0
24023,Masiela Lusha,1985-10-23,F,33.53388502159524,,10.0,,1.0,,1.0,,3.0,,srq54gr,,28.0,,,,0.0
24025,Jane Lynch,1960-07-14,F,58.81024251011314,,6.0,,1.0,,,,7.0,,dp3tk71,,50.0,54.0,,,1.0
24026,Kelly Lynch,1959-01-31,F,60.26133322381706,,1.0,,1.0,2.0,1.0,,1.0,3.0,9zvxgw3,20000000.0,33.0,,,,0.0
24027,Carol Lynley,1942-02-13,F,77.22540503911785,,1.0,,1.0,,1.0,,3.0,,dr72h8r,,18.0,22.0,,,1.0
24029,Sue Lyon,1946-07-10,F,72.82285057188031,7.978261018364511,6.0,6.0,5.0,,,,1.0,4.0,9zrs4z5,5003530.0,17.0,19.0,,,1.0
24031,Jes Macallan,1982-08-09,F,36.739974126778776,12.224754786203684,7.0,4.0,1.0,1.0,,,1.0,3.0,dhv798r,20000000.0,30.0,35.0,42.0,42.0,1.0
24033,Andie MacDowell,1958-04-21,F,61.04163672080878,,4.0,,2.0,,3.0,,2.0,,dnjzw08,,28.0,41.0,,,1.0
24034,Ali MacGraw,1939-04-01,F,80.09746948944878,,3.0,,3.0,,,,6.0,,dr7dmvb,,22.0,23.0,,,1.0
24036,Allison Mack,1982-07-29,F,36.770091103855655,-0.539367680376736,7.0,1.0,1.0,1.0,,,1.0,1.0,u1xk9bu,20000000.0,35.0,,34.0,34.0,0.0
24037,Dorothy Mackaill,1903-03-04,F,116.17487012053637,,2.0,,3.0,,,,1.0,,gcxcb98,,23.0,25.0,,,1.0
24038,Shirley MacLaine,1934-04-24,F,85.03391582304906,,4.0,,1.0,,,,5.0,,dq8vtfh,,20.0,48.0,,,1.0
24040,Amy Madigan,1950-09-11,F,68.65028029322984,-0.2135567465451036,8.0,11.0,1.0,1.0,1.0,1.0,3.0,7.0,dp3wjzt,5003530.0,33.0,,33.0,33.0,0.0
24042,Madonna,1958-08-16,F,60.72130160099113,-2.004147929115588,7.0,7.0,2.0,2.0,6.0,2.0,11.0,2.0,dpu2501,20000000.0,27.0,31.0,25.0,25.0,1.0
24043,Virginia Madsen,1961-09-11,F,57.64936993915002,-0.6707872167121843,8.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,dp3wjzt,20000000.0,28.0,31.0,27.0,27.0,1.0
24046,Wendie Malick,1950-12-13,F,68.39565494157989,,11.0,,2.0,2.0,,,3.0,3.0,dpxgvp4,5003530.0,32.0,39.0,,,1.0
24050,Leslie Mann,1972-03-26,F,47.11116586925125,4.3039898149859335,3.0,11.0,1.0,1.0,,,2.0,2.0,9q8yyk8,20000000.0,25.0,,30.0,30.0,0.0
24052,Dinah Manoff,1956-01-25,F,63.27850674551839,,1.0,,2.0,,3.0,,3.0,,dr5regw,,24.0,29.0,,,1.0
24053,Jayne Mansfield,1933-04-19,F,86.0469414156348,,3.0,,3.0,,5.0,,7.0,,dr47wjv,,17.0,25.0,,,1.0
24056,Adele Mara,1923-04-28,F,96.02387454910094,8.777729864405156,4.0,6.0,1.0,,3.0,2.0,1.0,6.0,dpscjpd,20000000.0,29.0,,,,0.0
24057,Kate Mara,1983-02-27,F,36.18691691136711,-3.041814684764232,2.0,2.0,1.0,2.0,,1.0,3.0,2.0,dr7dkjn,20000000.0,34.0,,26.0,26.0,0.0
24059,Jamie Marchi,1977-10-08,F,41.57511790112049,,9.0,,1.0,,,,6.0,,dnkkd66,,22.0,28.0,,,1.0
24060,Vanessa Marcil,1968-10-15,F,50.555452884042786,-2.7488586350164623,9.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,9mvrg6w,5003530.0,21.0,25.0,18.0,18.0,1.0
24061,Janet Margolin,1943-07-25,F,75.7825280464349,,7.0,,2.0,,2.0,,1.0,,dr5regw,,25.0,28.0,,,1.0
24063,Julianna Margulies,1966-06-08,F,52.91005291005291,,5.0,,1.0,,1.0,,2.0,,dr73gh6,,41.0,,,,0.0
24065,Rose Marie,1923-08-15,F,95.7254426853392,,7.0,,1.0,,1.0,,3.0,,dr5regw,,23.0,,,,0.0
24068,Paula Marshall,1964-06-12,F,54.897773397126564,-4.260183302874118,5.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,dqcnk75,20000000.0,39.0,,27.0,27.0,0.0
24069,Penny Marshall,1943-10-15,F,75.55801967186184,,9.0,,2.0,,,,3.0,,dr5regw,,20.0,23.0,,,1.0
24070,Andrea Martin,1947-01-15,F,72.3053861475595,,0.0,,1.0,,2.0,,4.0,,dry037b,,33.0,57.0,,,1.0
24071,Kellie Martin,1975-10-16,F,43.55462466717317,,9.0,,1.0,,2.0,,1.0,,9qh931c,,24.0,,,,0.0
24072,Mary Martin,1913-12-01,F,105.42858511810648,,11.0,,2.0,,2.0,,2.0,,9vf6qed,,17.0,23.0,,,1.0
24073,Meaghan Martin,1992-02-17,F,27.21479564946577,,1.0,,1.0,,,,2.0,,9r5894j,,24.0,,,,0.0
24075,Margo Martindale,1951-07-18,F,67.8015291210634,,6.0,,1.0,,1.0,,1.0,,9vsmb4f,,35.0,,,,0.0
24077,Marsha Mason,1942-04-03,F,77.0912475957754,,3.0,,2.0,,,,2.0,,9yzgery,,23.0,28.0,,,1.0
24078,Mary Stuart Masterson,1966-06-28,F,52.85529476991314,,6.0,,3.0,,3.0,,2.0,,dr5regw,,24.0,26.0,,,1.0
24079,Mary Elizabeth Mastrantonio,1958-11-17,F,60.46667624934119,,10.0,,1.0,1.0,2.0,2.0,3.0,2.0,dp3qm24,20000000.0,32.0,,,,0.0
24081,Marlee Matlin,1965-08-24,F,53.698570128065604,,8.0,,1.0,,4.0,,3.0,,dp3x4mq,,28.0,,,,0.0
24083,Elaine May,1932-04-21,F,87.04080165917166,,4.0,,3.0,,,,5.0,,dr4e394,,17.0,28.0,,,1.0
24084,Virginia Mayo,1920-11-30,F,98.43049480824385,,11.0,,1.0,,1.0,,2.0,,9yzgery,,27.0,,,,1.0
24086,Jayma Mays,1979-07-16,F,39.806429974605905,-1.095162802795403,6.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,dnt81tz,20000000.0,28.0,,27.0,27.0,0.0
24087,Debi Mazar,1964-08-13,F,54.72802316269328,,7.0,,1.0,,2.0,,3.0,,dr5regw,,38.0,,,,0.0
24088,Monet Mazur,1976-04-17,F,43.050849777887294,5.426531687851222,3.0,10.0,1.0,,2.0,2.0,1.0,3.0,9q5ctr1,20000000.0,29.0,,,,0.0
24089,May McAvoy,1899-09-08,F,119.65748783342572,,8.0,,1.0,,1.0,,1.0,,dr5regw,,30.0,41.0,,,1.0
24092,Mercedes McCambridge,1916-03-16,F,103.13969486026407,,2.0,,2.0,,,,1.0,,dp3k5xk,,23.0,,,,1.0
24093,Jenny McCarthy,1972-11-01,F,46.508826327713784,1.801542810598438,10.0,0.0,2.0,2.0,1.0,1.0,7.0,4.0,dp3tk71,20000000.0,27.0,33.0,23.0,23.0,1.0
24094,Melissa McCarthy,1970-08-26,F,48.69367611929061,-2.9980081726524164,8.0,8.0,1.0,1.0,2.0,2.0,6.0,3.0,dp3kbdv,5003530.0,35.0,,32.0,32.0,0.0
24096,Rue McClanahan,1934-02-21,F,85.20366605748235,,2.0,,,,,,4.0,,9y4dtxg,,,25.0,,,1.0
24099,Mary McCormack,1969-02-08,F,50.237855671232126,,1.0,,1.0,1.0,3.0,3.0,1.0,4.0,dr5p4v4,20000000.0,34.0,,,,0.0
24100,Patty McCormack,1945-08-21,F,73.70719453513763,,7.0,,1.0,,2.0,,2.0,,dr5rmm5,,22.0,28.0,,,1.0
24101,Maureen McCormick,1956-08-05,F,62.750090693169604,,7.0,,1.0,,1.0,,3.0,,9q5ctr1,,29.0,,,,0.0
24106,Mary McDonnell,1952-04-28,F,67.02122562407169,,4.0,,1.0,,2.0,,1.0,,dr649k8,,32.0,,,,0.0
24107,Frances McDormand,1957-06-23,F,61.8684846369193,2.5654188655482315,6.0,11.0,1.0,2.0,1.0,,1.0,9.0,dp1nhyq,20000000.0,27.0,,30.0,30.0,0.0
24108,Reba McEntire,1955-03-28,F,64.1080925686359,,3.0,,2.0,,,,5.0,,9y5ysxq,,21.0,32.0,,,1.0
24110,Vonetta McGee,1945-01-14,F,74.30679616966809,-6.579190537793384,0.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,9q8yyk8,5003530.0,42.0,,36.0,36.0,0.0
24111,Kelly McGillis,,F,,,,,2.0,,2.0,,1.0,,9mupk2n,,,,,,1.0
24112,Elizabeth McGovern,1961-07-18,F,57.799954824534375,1.352526061452323,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,dp3xhw5,20000000.0,31.0,,32.0,32.0,0.0
24113,Rose McGowan,1973-09-05,F,45.665550969561316,,8.0,,1.0,,,,4.0,,spxzer8,,40.0,43.0,,,1.0
24114,Dorothy McGuire,1916-06-14,F,102.89328322963509,,5.0,,1.0,,2.0,,,,9z7f8yw,,27.0,,,,1.0
24117,Lonette McKee,1954-07-22,F,64.78983141337605,,6.0,,1.0,,,,7.0,,dpsby4p,,29.0,36.0,,,1.0
24118,Danica McKellar,1975-01-03,F,44.337666071171896,,0.0,,2.0,,1.0,,5.0,,9mudg3j,,34.0,,,,1.0
24120,Nina Mae McKinney,1912-06-12,F,106.89884118085928,,5.0,,1.0,,,,1.0,,dnntd08,,23.0,,,,1.0
24121,Wendi McLendon-Covey,1969-10-10,F,49.56980636152693,,9.0,,1.0,,,,2.0,,9qh08pv,,27.0,,,,0.0
24128,Anne Meara,1929-09-20,F,89.62538587376879,2.2861523508354042,8.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,dr5rmm5,118.0,25.0,,27.0,27.0,0.0
24130,Leighton Meester,1986-04-09,F,33.073916644421175,6.316351465122487,3.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,9vff34v,5003530.0,28.0,,35.0,35.0,0.0
24131,Tamara Mello,,F,,,,,1.0,,1.0,,1.0,,,,,,,,0.0
24135,Maria Menounos,1978-06-08,F,40.90980649842229,10.560107325954672,5.0,10.0,1.0,1.0,,,7.0,8.0,drt3mfn,118.0,39.0,,50.0,50.0,0.0
24136,Idina Menzel,1971-05-30,F,47.935275878354794,0.4052102370342992,5.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,dr78r2j,625441.0,32.0,43.0,32.0,32.0,1.0
24137,Lee Meriwether,1935-05-27,F,83.94422883426765,9.363641963900696,5.0,0.0,2.0,2.0,2.0,4.0,3.0,1.0,9q5ctr1,20000000.0,23.0,39.0,32.0,32.0,1.0
24138,Una Merkel,1903-12-10,F,115.40551825157259,,11.0,,1.0,,,,,,dngykfy,,29.0,44.0,,,1.0
24139,Ethel Merman,1908-01-16,F,111.3041335551038,,0.0,,4.0,,2.0,,2.0,,dr5rvuf,,32.0,33.0,,,1.0
24140,Theresa Merritt,1922-09-24,F,96.61526246261046,,9.0,,1.0,,4.0,,2.0,,dq8beqr,,23.0,,,,0.0
24141,Debra Messing,1968-08-15,F,50.7224652114691,1.1663483849771044,7.0,5.0,1.0,1.0,1.0,1.0,1.0,9.0,dr5rmm5,19545.0,32.0,48.0,33.0,33.0,1.0
24144,Aly Michalka,1989-03-25,F,30.1142391698666,,3.0,,1.0,,,,5.0,,9q5b7pd,,26.0,,,,0.0
24145,Lea Michele,1986-08-29,F,32.6851338494288,,8.0,,1.0,,,,3.0,,dr72r5t,,33.0,,,,0.0
24146,Bette Midler,1945-12-01,F,73.4279280204248,,11.0,,1.0,,,,5.0,2.0,87z9pyg,,39.0,,,,0.0
24147,Alyssa Milano,1972-12-19,F,46.37740679137835,,11.0,,2.0,,2.0,,4.0,,dr5rmm5,,27.0,28.0,,,1.0
24148,Sylvia Miles,1924-09-09,F,94.65492104560668,,8.0,,3.0,,,,1.0,,dr5regw,,24.0,26.0,,,1.0
24149,Vera Miles,1929-08-23,F,89.70204726996448,,8.0,,4.0,,4.0,,1.0,,9wx0gq2,,19.0,25.0,,,1.0
24150,Christina Milian,1981-09-26,F,37.60789064799414,,9.0,,1.0,,1.0,8.0,3.0,4.0,dr5reh7,5003530.0,28.0,30.0,,,1.0
24154,Ann Miller,1923-04-12,F,96.06768106121277,,3.0,,3.0,,1.0,,3.0,,9vk1mc9,,23.0,24.0,,,1.0
24155,Christa Miller,1964-05-28,F,54.9388420022314,,5.0,,1.0,,3.0,,1.0,,dr5regw,,35.0,,,,0.0
24156,Penelope Ann Miller,1964-01-13,F,55.311197355181825,-6.305399837094532,0.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,9q5ctr1,20000000.0,30.0,31.0,24.0,24.0,1.0
24157,Alley Mills,1951-05-09,F,67.9931826115526,22.795813740186315,4.0,6.0,1.0,3.0,,4.0,1.0,4.0,dp3wjzt,5003530.0,42.0,,28.0,28.0,0.0
24159,Yvette Mimieux,1942-01-08,F,77.32396969136944,17.738899498278546,0.0,3.0,2.0,5.0,,3.0,1.0,8.0,9q5ctr1,20000000.0,30.0,43.0,24.0,24.0,1.0
24161,Rachel Miner,1980-07-29,F,38.76876321895727,-0.07666139619567823,7.0,8.0,1.0,,,,1.0,2.0,dr5regw,118.0,18.0,22.0,,,1.0
24162,Ming-Na Wen,1963-11-20,F,55.459044333559206,,10.0,,2.0,,2.0,,1.0,,webvb7y,,27.0,30.0,,,1.0
24163,Liza Minnelli,1946-03-12,F,73.15139941271893,,2.0,,4.0,,,,4.0,,9q5ctr1,,21.0,28.0,,,1.0
24165,Beverley Mitchell,1981-01-22,F,38.2841536787203,,1.0,,1.0,,2.0,,2.0,,9qh44nc,,27.0,,,,0.0
24166,Elizabeth Mitchell,1970-03-27,F,49.109837984352865,,3.0,,1.0,,1.0,,,,9q5ctr1,,34.0,43.0,,,1.0
24170,Gretchen Mol,1972-11-08,F,46.48966097866486,4.115074231503727,10.0,9.0,1.0,2.0,2.0,2.0,3.0,3.0,drk7qd4,625441.0,32.0,,27.0,27.0,0.0
24172,Michelle Monaghan,1976-03-23,F,43.119297453062,,3.0,,1.0,,2.0,,1.0,,9zwc8s1,,29.0,,,,0.0
24174,Elizabeth Montgomery,1933-04-15,F,86.05789304366276,,3.0,,4.0,,3.0,,2.0,,9q5cgq7,,21.0,22.0,,,1.0
24175,Mo'Nique,1967-12-11,F,51.40146614920224,,11.0,,2.0,,4.0,,6.0,,dqcx88s,,30.0,,,,1.0
24177,Marilyn Monroe,1926-06-01,F,92.93003963120393,,5.0,,3.0,,,,3.0,,9q5ctr1,,16.0,20.0,,,1.0
24179,Demi Moore,1962-11-11,F,56.48302155417293,,10.0,,3.0,,3.0,,5.0,,9tvtvx0,,18.0,23.0,,,1.0
24182,Julianne Moore,1960-12-03,F,58.42145971512078,,11.0,,2.0,,2.0,,3.0,,dnpzfjk,,26.0,35.0,,,1.0
24183,Kenya Moore,1971-01-24,F,48.28025216123535,,1.0,,1.0,,,,7.0,,dpsby4p,,46.0,,,,0.0
24184,Mandy Moore,1984-04-10,F,35.069850852515785,,3.0,,2.0,,,,2.0,,drt5m9n,,25.0,32.0,,,1.0
24185,Mary Tyler Moore,1936-12-29,F,82.35076695620033,,0.0,,3.0,,1.0,,1.0,,dr5rmm5,,19.0,25.0,,,1.0
24187,Agnes Moorehead,1900-12-06,F,118.41447805225296,,11.0,,2.0,,,,1.0,,drt12cd,,30.0,52.0,,,1.0
24190,Erin Moran,1960-10-18,F,58.54740343744225,,9.0,,2.0,,,,1.0,,9q5f7y6,,27.0,33.0,,,1.0
24192,Rita Moreno,1931-12-11,F,87.40220538409412,,11.0,,1.0,,1.0,,3.0,,de1pq1p,,34.0,,,,0.0
24194,Cathy Moriarty,1960-11-29,F,58.43241134314873,,11.0,,2.0,,3.0,,2.0,,dr72r5t,,21.0,32.0,,,1.0
24195,Debbi Morgan,1956-09-20,F,62.62414697084814,,8.0,,4.0,,,,1.0,,dq20g5q,,22.0,28.0,,,1.0
24199,Shelley Morrison,1936-10-26,F,82.5259930046476,,10.0,,1.0,,,,1.0,,dr5regw,,37.0,,,,0.0
24200,Elisabeth Moss,1982-07-24,F,36.7837806388906,15.636186916911369,7.0,11.0,1.0,2.0,,,1.0,,9q5ctr1,20000000.0,27.0,29.0,32.0,32.0,1.0
24201,Tamera Mowry-Housley,1978-07-06,F,40.8331451022266,6.896787750604052,6.0,7.0,1.0,1.0,2.0,2.0,1.0,3.0,u0yt953,20000000.0,33.0,,40.0,40.0,0.0
24202,Tia Mowry,1978-07-06,F,40.8331451022266,-1.3443123404313573,6.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,u0yt953,20000000.0,30.0,,29.0,29.0,0.0
24203,Bridget Moynahan,1971-04-28,F,48.02288890257842,,4.0,,1.0,,1.0,,2.0,,dr6p2ry,,44.0,,,,0.0
24204,Annie Mumolo,1973-07-10,F,45.821611668959655,,6.0,,1.0,,2.0,,4.0,,9mupwu1,,32.0,43.0,,,1.0
24207,Kate Mulgrew,1955-04-29,F,64.02047954441227,,4.0,,2.0,,3.0,,1.0,,9zx9bbu,,27.0,40.0,,,1.0
24208,Megan Mullally,1958-11-12,F,60.48036578437613,,10.0,,2.0,,,,3.0,,9q5ctr1,,34.0,38.0,,,1.0
24210,Brittany Murphy,1977-11-10,F,41.48476696988987,7.674353340588786,10.0,2.0,1.0,,,1.0,2.0,3.0,djgzzxy,20000000.0,30.0,,,,0.0
24211,Donna Murphy,1959-03-07,F,60.16550647857245,,2.0,,1.0,,1.0,3.0,2.0,2.0,dr5rz1m,5003530.0,31.0,,,,0.0
24213,Jillian Murray,,F,,,,,1.0,,,,3.0,,dr4j2nz,,,,,,0.0
24214,Kathy Najimy,1957-02-06,F,62.24357789687673,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,9mudjgt,20000000.0,41.0,,,,0.0
24215,Nita Naldi,1894-11-13,F,124.47620416572549,,10.0,,1.0,,,,1.0,,dr5regw,,35.0,,,,1.0
24219,Patricia Neal,1926-01-20,F,93.29144335612641,,1.0,,1.0,,5.0,,1.0,,dns0x70,,27.0,57.0,,,1.0
24220,Noel Neill,1920-11-25,F,98.44418434327879,,11.0,,3.0,,,,1.0,,9zvxvey,,23.0,23.0,,,1.0
24221,Kristin Nelson,1945-06-25,F,73.86325523453596,,6.0,,2.0,,,,3.0,,,,18.0,37.0,,,1.0
24222,Tracy Nelson,1963-10-25,F,55.53022991574091,3.937110276049474,10.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,9q59x9j,123264.0,24.0,34.0,28.0,28.0,1.0
24224,Bebe Neuwirth,1958-12-31,F,60.34620834103371,,0.0,,2.0,,,,3.0,,dr5r84z,,26.0,,,,1.0
24225,Julie Newmar,1933-08-16,F,85.72113048180319,,7.0,,1.0,,1.0,,5.0,,9q5ctr1,,44.0,,,,1.0
24228,Nichelle Nichols,1932-12-28,F,86.35358700041753,,0.0,,2.0,,1.0,,2.0,,dp3sum0,,19.0,19.0,,,1.0
24229,Rachel Nichols,1980-01-08,F,39.324558341375926,,0.0,,2.0,2.0,,3.0,2.0,4.0,drykh4s,20000000.0,28.0,,,,1.0
24230,Julianne Nicholson,1971-07-01,F,47.84766285413116,3.833069809783911,6.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,drt3mfn,20000000.0,33.0,,37.0,37.0,0.0
24232,Cynthia Nixon,1966-04-09,F,53.07432733047222,,3.0,,1.0,,3.0,,5.0,,dr5regw,,46.0,,,,0.0
24233,Maidie Norman,1912-10-16,F,106.55386489797873,,9.0,,2.0,,1.0,,1.0,,djgxgse,,25.0,,,,1.0
24234,Mabel Normand,1892-11-09,F,126.48582790885507,8.71475800324442,10.0,2.0,1.0,3.0,,,4.0,1.0,dr5r4n3,625441.0,34.0,,26.0,26.0,0.0
24235,Sheree North,1932-01-17,F,87.30090282483556,,0.0,,4.0,,2.0,,3.0,,9q5ctr1,,16.0,21.0,,,1.0
24237,Kim Novak,1933-02-13,F,86.22490537108906,5.544261689151728,1.0,7.0,2.0,4.0,,4.0,2.0,,dp3wjzt,20000000.0,32.0,33.0,30.0,30.0,1.0
24239,Erin O'Brien-Moore,1902-05-02,F,117.01266966467483,,4.0,,1.0,,,,1.0,,9q5ctr1,,34.0,44.0,,,1.0
24241,Rosie O'Donnell,1962-03-21,F,57.12642970081521,,3.0,,2.0,,5.0,,5.0,,dr7bk5j,,42.0,42.0,,,1.0
24243,Catherine O'Hara,1954-03-04,F,65.17313839435444,2.258773280765519,2.0,11.0,1.0,1.0,2.0,2.0,3.0,3.0,dpz83df,5003530.0,38.0,,41.0,41.0,0.0
24244,Maureen O'Hara,1920-08-17,F,98.71797504397765,,7.0,,3.0,,,,2.0,,gc7x3eg,,19.0,21.0,,,1.0
24246,Tatum O'Neal,1963-11-05,F,55.50011293866404,,10.0,,1.0,,3.0,,2.0,,9q5ctr1,,23.0,31.0,,,1.0
24251,Maureen O'Sullivan,1911-05-17,F,107.9721007275988,7.2636672895405106,4.0,1.0,2.0,2.0,7.0,8.0,2.0,4.0,gcd551q,20000000.0,25.0,,20.0,20.0,1.0
24252,Annette O'Toole,1952-04-01,F,67.09514911326035,,3.0,,2.0,,2.0,,4.0,,9vk1mc9,,31.0,41.0,,,1.0
24258,Mary-Kate Olsen,1986-06-13,F,32.89595268896692,17.048946932517442,5.0,5.0,1.0,2.0,,2.0,5.0,1.0,9q5f28d,,29.0,,28.0,28.0,0.0
24261,Nancy Olson,1928-07-14,F,90.81089960779482,,6.0,,2.0,,3.0,,1.0,,dp9kzdu,,22.0,29.0,,,1.0
24263,Lupe Ontiveros,1942-09-17,F,76.63401712560831,,8.0,,1.0,,3.0,,1.0,,9tsk8y5,,24.0,,,,0.0
24264,Ana Ortiz,1971-01-25,F,48.277514254228365,,1.0,,1.0,,2.0,,2.0,,dr5regw,,36.0,,,,0.0
24268,Kelly Overton,,F,,,,,1.0,1.0,2.0,2.0,1.0,6.0,drkrxu2,20000000.0,,,,,0.0
24269,Judy Pace,1942-06-15,F,76.89138038426525,-0.7529244269218396,5.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,9q5ctr1,5003530.0,30.0,42.0,26.0,26.0,1.0
24270,Genevieve Cortese,1981-01-08,F,38.32248437681814,-1.5250142028925988,0.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,9q8yyk8,5003530.0,29.0,,28.0,28.0,0.0
24271,Anita Page,1910-08-04,F,108.7551421315975,,7.0,,2.0,,2.0,,1.0,,dr5rzvk,,24.0,25.0,,,1.0
24272,Geraldine Page,1924-11-22,F,94.45231592708954,16.08794157306447,11.0,9.0,2.0,1.0,3.0,,,5.0,9znhtjn,20000000.0,30.0,33.0,46.0,46.0,1.0
24273,Janis Paige,1922-09-16,F,96.63716571866637,,8.0,,3.0,,,,2.0,,c22uvdn,,25.0,29.0,,,1.0
24276,Betsy Palmer,1926-11-01,F,92.51113985913469,,10.0,,1.0,,1.0,,1.0,,dp3ucuj,,28.0,45.0,,,1.0
